user_id,date,app_name,app_category,minutes_used,notifications,context_switches,focus_minutes,focus_rating,focus_efficiency,distraction_intensity,focus_rating_norm,rolling_focus_7d
U0001,2025-02-13,YouTube,Entertainment,104.9,2,2,157,3.9,1.48253,0.0126582,0.78,189.286
U0001,2025-02-13,Chrome,Productivity,113.6,1,5,157,3.7,1.36998,0.0316456,0.74,173.143
U0001,2025-02-14,YouTube,Entertainment,130.8,1,1,266,4.9,2.01821,0.00374532,0.98,172.571
U0001,2025-02-14,Spotify,Entertainment,55.6,3,3,266,3.6,4.69965,0.011236,0.72,188.143
U0001,2025-02-14,Instagram,Social,100.3,5,6,266,2.9,2.62586,0.0224719,0.58,203.714
U0001,2025-02-14,Gmail,Productivity,26.2,0,2,266,3.7,9.77941,0.00749064,0.74,219.286
U0001,2025-02-14,WhatsApp,Social,20.5,7,3,266,2.9,12.3721,0.011236,0.58,234.857
U0001,2025-02-14,Chrome,Productivity,32.7,5,6,266,3.3,7.89318,0.0224719,0.66,250.429
U0001,2025-02-15,Gmail,Productivity,22.5,5,3,162,3.2,6.89362,0.0184049,0.64,251.143
U0001,2025-02-15,YouTube,Entertainment,30.4,3,3,162,4.1,5.15924,0.0184049,0.82,236.286
U0001,2025-02-15,Instagram,Social,73.7,2,4,162,3.9,2.16867,0.0245399,0.78,221.429
U0001,2025-02-15,WhatsApp,Social,30.8,5,3,162,4.3,5.09434,0.0184049,0.86,206.571
U0001,2025-02-15,Spotify,Entertainment,85.3,1,1,162,5,1.87717,0.00613497,1,191.714
U0001,2025-02-15,Chrome,Productivity,37.1,4,5,162,1.8,4.25197,0.0306748,0.36,176.857
U0001,2025-02-16,Gmail,Productivity,89.1,3,2,170,4,1.88679,0.0116959,0.8,163.143
U0001,2025-02-16,Spotify,Entertainment,35.7,1,1,170,5,4.63215,0.00584795,1,164.286
U0001,2025-02-16,Chrome,Productivity,36.7,3,4,170,4.1,4.50928,0.0233918,0.82,165.429
U0001,2025-02-16,WhatsApp,Social,134.7,1,6,170,3.1,1.25276,0.0350877,0.62,166.571
U0001,2025-02-16,YouTube,Entertainment,73.8,2,2,170,4.1,2.27273,0.0116959,0.82,167.714
U0001,2025-02-16,Instagram,Social,53.7,3,2,170,4.7,3.10786,0.0116959,0.94,168.857
U0001,2025-02-17,Instagram,Social,13.1,7,1,91,3.9,6.4539,0.0108696,0.78,158.714
U0001,2025-02-17,WhatsApp,Social,66.1,4,6,91,2.1,1.35618,0.0652174,0.42,147.429
U0001,2025-02-17,Gmail,Productivity,60.8,4,2,91,4.7,1.47249,0.0217391,0.94,136.143
U0001,2025-02-17,YouTube,Entertainment,10.5,2,1,91,5,7.91304,0.0108696,1,124.857
U0001,2025-02-17,Chrome,Productivity,111.8,1,7,91,1.9,0.806738,0.076087,0.38,113.571
U0001,2025-02-17,Spotify,Entertainment,6.5,4,4,91,3.7,12.1333,0.0434783,0.74,102.286
U0001,2025-02-18,Instagram,Social,37.6,4,6,108,3,2.79793,0.0550459,0.6,93.4286
U0001,2025-02-18,WhatsApp,Social,28,3,3,108,4,3.72414,0.0275229,0.8,95.8571
U0001,2025-02-18,Spotify,Entertainment,6.3,6,5,108,4,14.7945,0.0458716,0.8,98.2857
U0001,2025-02-18,Chrome,Productivity,84,6,3,108,4,1.27059,0.0275229,0.8,100.714
U0001,2025-02-18,YouTube,Entertainment,64,2,2,108,4.8,1.66154,0.0183486,0.96,103.143
U0001,2025-02-18,Gmail,Productivity,43.4,2,3,108,4.8,2.43243,0.0275229,0.96,105.571
U0001,2025-02-19,Gmail,Productivity,61.4,0,3,122,3.2,1.95513,0.0243902,0.64,110
U0001,2025-02-19,Chrome,Productivity,19.7,3,3,122,3.6,5.89372,0.0243902,0.72,112
U0001,2025-02-19,WhatsApp,Social,48.8,9,2,122,4.5,2.4498,0.0162602,0.9,114
U0001,2025-02-19,Spotify,Entertainment,65.7,2,1,122,5,1.82909,0.00813008,1,116
U0001,2025-02-19,Instagram,Social,29.5,2,2,122,4.5,4,0.0162602,0.9,118
U0001,2025-02-19,YouTube,Entertainment,51.7,5,2,122,4,2.31499,0.0162602,0.8,120
